job_skills,last_processed_time,got_summary,got_ner,is_being_worked,job_title,company,job_location,summary,first_seen,search_city,search_country,search_position,job_level,job_type
"Data Analytics, Data Visualization, Microsoft Excel, Organizational skills, Report Writing",2025-02-18,About the role,False,False,Data Analytics Associate,"First Trust ACPA Vietnam CO., LTD","8th floor Hoa Binh Office Building, 106 Hoang Quoc Viet, Cau Giay, Ha Noi",,17/02/2025,,Việt Nam,,,
"business analyst, Quản Lý Danh Mục, Phân Tích Nghiệp Vụ, Khách Hàng Doanh Nghiệp, Thanh Toán Quốc Tế",2025-02-18,"• Tham gia vào quá trình thiết kế và phát triển các sản phẩm Số của Ngân hàng (số hóa các sản phẩm hiện hữu và phát triển sản phẩm số mới – gốm Số hóa quy trình nội bộ, Số hóa các sản phẩm Khách hàng Cá nhân, các sản phẩm của Khách hàng Doanh nghiệp).",False,False,Chuyên Viên Cao Cấp Đại Diện Đơn Vị Nghiệp Vụ - MSB DF - 1M449,Ngân Hàng Thương Mại Cổ Phần Hàng Hải Việt Nam (MSB),Hà Nội,,17/02/2025,,Việt Nam,,,
"Full Stack Development, HTML, JavaScript, Node.JS, Ruby On Rails",2025-02-18,"We bridge North American SMEs with highly qualified resources to optimize digital transformation and software development. Our expertise spans various industries, providing tailored solutions to help businesses streamline operations, enhance efficiency, and achieve long-term success. We are seeking an experienced Full Stack Developer to join our dynamic team and support our growing client base.",False,False,Full Stack Developer,Lr-Tek,"Hồ Chí Minh, Việt Nam",,17/02/2025,,Việt Nam,,,
"Java, Golang, Game Products",2025-03-10,"Application Development: Design, develop, and maintain robust web applications aligned with business objectives.",False,False,Back-end Developer (Bangkok Based),"Fountain Head Co Ltd.,","Bangkok, Thái Lan",,27/02/2025,,Việt Nam,,,
"Lập Trình CNC, AutoCAD, Mastercam, NX, Trách nhiệm",2025-03-10,"• Thực hiện các công việc lập trình Model mới, dây chuyền sản xuất mới,",False,False,Nhân Viên Kỹ Thuật Sản Xuất [Lương Thỏa Thuận Từ 10 Tr ~],Cty TNHH Enshu Việt Nam,"Số 19, Đường 3, VSIP Bắcc Ninh, TX Từ Sơn, Tỉnh Bắc Ninh",,27/02/2025,,Việt Nam,,,
"Kiểm Thử Phần Mềm, Lập Kế Hoạch, Kiểm Thử, Kiểm Thử Bảo Mật, SQL",2025-03-10,Phụ trách Backend cho startup mới thành lập về Fintech + điện mặt trời:,False,False,JD Tester (Fresher Hoặc Junior),Công Ty TNHH Inpos,"Hà Nội, Hanoi, Vietnam",,27/02/2025,,Việt Nam,,,
"Tiếng Anh, Cải Tiến Quy Trình Vận Hành, Phần Mềm Ngân Hàng, Phân Tích Dữ Liệu, Tư duy thiết kế",2025-03-10,•	Phối hợp với đơn vị kinh doanh để xây dựng sản phẩm theo nguyên tắc khách hàng làm trung tâm đảm bảo trải nghiệm liền mạch theo hành trình khách hàng,False,False,Chuyên Viên Nghiệp Vụ Vận Hành Số & Thẻ - Khối Vận Hành (HO25.60),Ngân Hàng Thương Mại Cổ Phần Quân Đội - MB,"Hà Nội, Việt Nam",,27/02/2025,,Việt Nam,,,
"Database Technology, Problem-solving, Scripting, Uc4 Automation, Itil Familiarity",2025-03-10,About Automation Services @BOSCH,False,False,IT Support Engineer (Workload Automation),Bosch Global Software Technologies Company Limited,"Etown 2, HCMC",,27/02/2025,,Việt Nam,,,
"Nextjs, Tailwind CSS, Application Development, Mobile App Framework, Problem-solving",2025-04-01,False,False,False,"Software Engineer (Remote, Full-Time)",Navigos Search's Client,"Hà Nội, Việt Nam",,10/03/2025,,Việt Nam,,,
"IT Helpdesk, IT Infrastructure Management, Kỹ Thuật Cơ Sở Hạ Tầng, Manufacturing Technology, Network Support",2025-04-01,1) Vận hành ổn định hạ tầng và hệ thống CNTT của Công ty,False,False,IT Assistant Manager - Công ty đa quốc gia của Nhật,Navigos Search's Client,KCN VSIP Bắc Ninh,,10/03/2025,,Việt Nam,,,
"CCNA, Network Management, Telecommunications, Linux System Administration, Triển Khai Hạ Tầng",2025-04-01,• Làm việc tại Thái Bình hoặc có thể đi công tác trong tuần,False,False,Kỹ Sư Viễn Thông Và Công Nghệ,Green i-Park,"Thái Bình, Việt Nam",,10/03/2025,,Việt Nam,,,
"Technical Support, IT System Administration, IT Helpdesk, IT Hardware",2025-04-01,	Provide helpdesk support and resolve problems to the end user’s satisfaction,False,False,IT Helpdesk,CJ CGV Vietnam,"458 Minh Khai, Vinhomes Times City, Vinh Tuy, Hai Bà Trưng, Hanoi, Vietnam",,10/03/2025,,Việt Nam,,,
"Robot Control, Tiếng Trung",2025-04-01,M&C ELECTRONICS VINA - KCN QUẾ VÕ 1 BẮC NINH tuyển dụng vị trí LẬP TRÌNH VIÊN BỘ PHẬN IT với các nhiệm vụ:,False,False,Lập Trình Viên Bộ Phận IT,Công Ty TNHH M&C Electronics Vina,"Lô J1, Khu công nghiệp Quế Võ, Phương Liễu, Bắc Ninh",,10/03/2025,,Việt Nam,,,
"Collaboration, Creative Thinking, Event Organizing",2025-04-01,": Làm việc với các phòng ban để thu thập và phân tích nhu cầu, đề xuất giải pháp ERP phù hợp",False,False,Chuyên Viên IT - Triển Khai ERP & Quản Trị Hệ Thống,CÔNG TY CỔ PHẦN NGUYÊN LIỆU THỰC PHẨM VÀ DƯỢC PHẨM MQ,"TP. Dĩ An, Bình Dương",,10/03/2025,,Việt Nam,,,
"Công Nghệ Thông Tin, IT System Administration, IT Operations, IT Helpdesk, IT Phần Cứng",2025-04-01,"- Nơi làm việc: Lô III-6, Khu C mở rộng, Khu công nghiệp Sa Đéc, Xã Tân Khánh Đông, Thành phố Sa Đéc, Tỉnh Đồng Tháp",False,False,Nhân Viên IT,Chi Nhánh Olam Global Agri Việt Nam Tại Đồng Tháp,"Lô III-6, Khu C mở rộng, Khu công nghiệp Sa Đéc, Xã Tân Khánh Đông, Thành phố Sa Đéc, Tỉnh Đồng Tháp",,10/03/2025,,Việt Nam,,,
"Công Nghệ Thông Tin, Hỗ Trợ Hệ Thống, Kiến trúc hệ thống, Sử Dụng Phần Mềm, Điện Tử Viễn Thông",2025-04-01,• Tiếp nhận yêu cầu từ người dùng nội bộ ngân hàng liên quan đến dịch vụ hệ thống CNTT và xử lý yêu cầu,False,False,Chuyên viên Hỗ trợ ứng dụng (OPN) - Khối Công nghệ thông tin (HO25.78),Ngân Hàng Thương Mại Cổ Phần Quân Đội - MB,"18 Lê Văn Lương, Trung Hòa, Cầu Giấy, Hà Nội. ",,10/03/2025,,Việt Nam,,,
"Communication Skills, Manage ERP Software, Oracle CRM, Project Management, Solution Design",2025-04-01,• ERP/CRM Implementation Presales is centered around working with potential clients to understand their business needs and showcasing how the ERP/CRM solutions align with their requirements.,False,False,"Senior Solution Consultant, Presales",Chi Nhánh Công Ty TNHH KPMG,"10Floor, 115 Nguyễn Huệ, Ho Chi Minh City, Ho Chi Minh, Vietnam",,10/03/2025,,Việt Nam,,,
"Embedded, Lập Trình Nhúng, Lập Trình, C++, C#",2025-04-01,"·	Phát triển phần mềm nhúng cho các thiết bị điện tử, hệ thống IoT, điều khiển động cơ…",False,False,Kỹ Sư Phần Mềm Cấp Cao Lập Trình Nhúng/ Senior Embedded Software Engineer,Skylink Manufacturing VN LTD,Lô CN08 - Khu công nghiệp Vân Trung - Bắc Giang,,10/03/2025,,Việt Nam,,,
"Analytical Thinking, Business Process Design, Project Management, Salesforce, Solution Design",2025-04-01,"KPMG VietNam is looking an experienced Salesforce CRM lead who will be responsible for client in presales phase, work in as solution lead for a successful CRM implementation.",False,False,"Senior Consultant, Salesforce (CRM) ",Chi Nhánh Công Ty TNHH KPMG,"10Floor, 115 Nguyễn Huệ, Ho Chi Minh City, Ho Chi Minh, Vietnam",,10/03/2025,,Việt Nam,,,
"Analytical Skills, E-commerce, Information Technology, Microsoft Visio, Software Process Development",2025-04-01,"• Understand customer business process, needs and requirements",False,False,Senior IT Business Analyst,Công Ty TNHH LOTTE Innovate Việt Nam,"UOA TOWER, Tân Trào, Khu đô thị Phú Mỹ Hưng, Tân Phú, Quận 7, Thành phố Hồ Chí Minh, Việt Nam",,10/03/2025,,Việt Nam,,,
"UX Design, Figma, UI Design, Adobe Photoshop, Adobe Illustrator",2025-04-01,"SAPI builds, tailors, funds and manages your custom financing products. We offer an all-encompassing API for all business credit products to help you meet the needs of your customers. Our mission is to provide liquidity for the global payment ecosystem. Join us!",False,False,UI/UX Designer,SAPI,"Hanoi, Vietnam",,10/03/2025,,Việt Nam,,,
"Digital Circuit Design, Digital Video, English Communication, FPGA, Memory Controller Design",2025-04-01,"Mainly electronic circuit design (digital, analog) for high speed video cameras and peripherals, FPGA design, board design, system design, debug verification, safety standard acquisition (CE, FCC), manufacturing transfer work, etc., hardware. Responsible for overall design.",False,False,Hardware Developer,Navigos Search,"VSIP 2, Binh Duong",,10/03/2025,,Việt Nam,,,
"Software Management, Quản Lý Phần Mềm, Software Maintenance, System Operations, System Management",2025-02-18,-	Phối hợp triển khai các phần mềm kinh doanh Xe / kinh doanh Dịch vụ phụ tùng (DVPT) phục vụ hoạt động kinh doanh của công ty.,False,False,Chuyên Viên Quản Lý Phần Mềm,Công Ty TNHH THACO Auto,"2 Đường 13, Thủ Thiêm, Thủ Đức, Thành phố Hồ Chí Minh, Việt Nam",,17/02/2025,,Việt Nam,,,
"Quản Lý Dự Án, SCADA, Thiết Bị Viễn Thông, Viễn Thông, Điện Tử Viễn Thông",2025-04-01,MÔ TẢ CÔNG VIỆC,False,False,Kỹ Sư Điện Tử Viễn Thông – Lương Upto 30 Triệu,Công Ty Cổ Phần Thiết Bị Mỹ Kim,"Tòa nhà số 25A, Ngõ 379/8, Phố Đội Cấn, Liễu Giai, Ba Đình, Hà Nội, Việt Nam",,10/03/2025,,Việt Nam,,,
"Project Management, Scrum, Software Development, Technical Solutions, Agile",2025-04-01,JOB DESCRIPTION,False,False,IT Project Manager (Quản Lý Dự Án),CÔNG TY TNHH PHẦN MỀM WATA,"5th Floor, 3 Bees Tower, 281 Nguyen Van Troi Street",,10/03/2025,,Việt Nam,,,
"Cấu Trúc Máy Tính, Thiết Kế Hệ Thống Mạng, Đọc Tiếng Anh, Kiến Thức Về Hệ Điều Hành Windows, Kiến Thức Về Đường Truyền Metronet",2025-04-03,• Tiếp nhận và theo dõi trạng thái các yêu cầu về sự cố/ dịch vụ CNTT.,False,False,IT Support,Công Ty Cổ Phần Vàng Bạc Đá Quý Phú Nhuận,"170E Phan Đăng Lưu, P.3, Q. Phú Nhuận, TP. HCM",,11/03/2025,,Việt Nam,,,
,,False,False,False,,Tập đoàn Hateco,,,,,Việt Nam,,,
"IT, Công nghệ thông tin, IT Helpdesk, IT System Administration, IT Hardware",2025-04-03,"- Quản trị hệ thống mạng internet, trang web công ty. Lên kế hoạch bảo trì và nâng cấp hệ thống theo yêu cầu phát triển của công ty",False,False,Chuyên Viên IT,Công Ty Cổ Phần Tập Đoàn BRG,"số 22 - 32 phố Lê Thái Tổ,Hàng Trống, Hoàn Kiếm, Hà Nội, Việt Nam",,11/03/2025,,Việt Nam,,,
"Giải Quyết Vấn Đề, Kế Toán, Phân Tích Dữ Liệu, Quản Trị Kinh Doanh, Tài Chính",2025-04-01,1. Mục đích vị trí công việc,False,False,Chuyên Viên Cao Cấp Tối Ưu Vận Hành Bán Lẻ,Công Ty Cổ Phần Vàng Bạc Đá Quý Phú Nhuận,"170E Phan Đăng Lưu, P.3, Q. Phú Nhuận, TP. HCM",,10/03/2025,,Việt Nam,,,
,,False,False,False,,Spiraledge Vietnam,,,,,Việt Nam,,,
"Active Directory, Active Directory, Active Directory, Active Directory, Citrix, Citrix, Citrix, Good English Skills, System Integration, Windows Server",2025-03-12,Your mission:,False,False,IT Administrator Citrix & Infrastructure,"Wide Viet Nam CO., LTD.","Saigon Trade Center, Đường Tôn Đức Thắng, Bến Nghé, Quận 1, Thành phố Hồ Chí Minh, Việt Nam",,28/02/2025,,Việt Nam,,,
,,False,False,False,,"Bosch Vietnam Co., Ltd In Dong Nai",,,,,Việt Nam,,,
,,False,False,False,,Công Ty Cổ Phần Thiết Bị Và Hóa Chất Thăng Long,,,,,Việt Nam,,,
"Error Analysis, Itil, Linux Server, Microsoft Windows Servers, Sql Expertise",2025-03-12,Your mission:,False,False,IT Application Specialist,"Wide Viet Nam CO., LTD.","Saigon Trade Center, Đường Tôn Đức Thắng, Bến Nghé, Quận 1, Thành phố Hồ Chí Minh, Việt Nam",,28/02/2025,,Việt Nam,,,
"IT Phần Mềm, Công Nghệ Thông Tin, IT Project Management, Phát Triển Phần Mềm, Phần mềm văn phòng",2025-03-12,1.1	Quy hoạch hệ thống mạng,False,False,Chuyên Viên Quản Trị Mạng và Hệ Thống,Tập Đoàn Hateco,"Số 01 Huỳnh Tấn Phát, Khu Công nghiệp Sài Đồng B, phường Thạch Bàn, Quận Long Biên, Hà Nội",,28/02/2025,,Việt Nam,,,
"Technical Support, Network Management, Microsoft Windows Servers, English Communication, System Administration",2025-03-12,"We’re looking for an enthusiastic IT Support to provide top-tier technical assistance to our employees and systems while bringing fresh ideas to the table. This role is perfect for a young professional with a solid foundation in IT and a keen interest in AI. You’ll troubleshoot hardware, software, and network issues, assist with system administration, and explore ways to integrate AI tools to enhance efficiency and user experience. This is an entry-to-mid-level position with ample opportunities for mentorship, skill development, and career advancement.",False,False,IT Specialist,Spiraledge Vietnam,"Ho Chi Minh City, Vietnam",,28/02/2025,,Việt Nam,,,
,,False,False,False,,CÔNG TY TNHH CÔNG NGHỆ WIN WIN TEK,,,,,Việt Nam,,,
"Công Nghệ Thông Tin, Giao Tiếp, Kỹ Thuật, Quản Lý Dự Án, Điện Tử",2025-03-12,"• Xây dựng định hướng, chiến lược phát triển các dòng sản phẩm về Khoa học công nghệ phục vụ lĩnh vực an ninh – quốc phòng",False,False,Phó Tổng Giám Đốc Kỹ Thuật Giải Pháp (Thu nhập từ 600 triệu/năm - Tiếng Anh tốt),Công Ty TNHH PNK,"14 Kim Đồng, Hoàng Mai, Hà Nội",,28/02/2025,,Việt Nam,,,
,,False,False,False,,"Wide Viet Nam CO., LTD.",,,,,Việt Nam,,,
"Qc, Furniture Manufactoring, Furniture Testing, Furniture Products, QC Furniture",2025-03-12,"First, quality inspection and monitoring:",False,False,验货Qc家具/ Inspection QC Furniture,"Jsyard Home Technology Co.,ltd",,,28/02/2025,,Việt Nam,,,
,,False,False,False,,"Jsyard Home Technology Co.,ltd",,,,,Việt Nam,,,
"C++, Java, JavaScript, PHP Development, Python",2025-03-12,MÔ TẢ CÔNG VIỆC:,False,False,Kỹ Sư Phần Mềm IT,Công Ty Cổ Phần Thiết Bị Và Hóa Chất Thăng Long,"Phòng tuyển dụng Thăng Long Instruments, Biệt thự JA 03, 04 khu đô thị Thiên đường Bảo sơn, An Khánh, Hoài Đức, Hà Nội",,28/02/2025,,Việt Nam,,,
"Infrastructure, Computer Science",2025-03-12,"If you would like to apply for this job, please copy and paste the following URL into your browser: https://tiny.pl/fkwp2pm0. The direct applications via that link will be prioritized.",False,False,IT Infrastructure Engineer,"Bosch Vietnam Co., Ltd In Dong Nai",Binh Duong,,28/02/2025,,Việt Nam,,,
,,False,False,False,,Công Ty TNHH Cảng Container Quốc Tế Hateco Hải Phòng,,,,,Việt Nam,,,
"React Native, JavaScript ES6, Typescript, Redux, Mobile Development, Mobile Development, Mobile Development",2025-02-18,•   Tham gia phát triển ứng dụng mobile bằng React Native từ giai đoạn ý tưởng đến triển khai.,False,False,Mobile App Developer,CÔNG TY TNHH CÔNG NGHỆ WIN WIN TEK,"Tầng 1 , tòa nhà 361, số 60 Hoàng Quốc Việt",,17/02/2025,,Việt Nam,,,
