job_title,company,job_location,search_city,search_country,job_level,branch,job_skills,last_processed_time,url
Nhân Viên Kinh Doanh Viễn Thông Fpt Telecom Tại Miền Bắc - Thu Nhập Upto 20 Triệu / Tháng,Công Ty Cổ Phần Viễn Thông FPT,"số 10 Phạm Văn Bạch, Q.Cầu Giấy, Hà Nội, Việt Nam.",Việt Nam.,Việt Nam,Chuyên viên- nhân viên,"Bán sỉ - Bán lẻ - Quản lý cửa hàng, Bán hàng - Kinh doanh, Lao động phổ thông","Tốt nghiệp Trung cấp trở lên.Đam mê kinh doanh, có kiến thức cơ bản về công nghệ thông tin, mạng internet.Có kỹ năng giao tiếp, đàm phán và thuyết phục, có tư duy luôn lấy khách hàng làm trọng tâm.Nhanh nhẹn, linh hoạt, giải quyết tình huống tốt.Các ứng viên đã có kinh nghiệm bán hàng hoặc từng làm qua các công việc như: tiếp thị, nghiên cứu thị trường, phỏng vấn viên...là một lợi thế.",24/03/2025 08:11,https://vieclam24h.vn/ban-si-ban-le-quan-ly-cua-hang/nhan-vien-kinh-doanh-vien-thong-fpt-telecom-tai-mien-bac-thu-nhap-upto-20-trieu-thang-c6p73id200523301.html?open_from=0201_4_27&search_id=6a9612df05a886f4f82243711fbc78bd
Quản Đốc Sản Xuất,Công Ty TNHH Cg Solutions,"Biệt thự số 07, Khu văn phòng, dịch vụ công cộng, nhà ở và trường học 310 Minh Khai, đường Tam Trinh, Phường Minh Khai, Quận Hai Bà Trưng, Thành phố Hà Nội, Việt Nam",Việt Nam,Việt Nam,Quản lý nhóm- giám sát,"Quản lý tiêu chuẩn và chất lượng, Sản xuất - Lắp ráp - Chế biến, Xây dựng","+ Tốt nghiệp Đại học trở lên+ Có 3-5 năm kinh nghiệm+ Có kiến thức sâu rộng về lập trình CNC trên nhiều loại thiết bị khác nhau và có nền tảng vững chắc về mộc nhôm và tủ MDF+Biết lập kế hoạch, điều phối và kiểm soát quá trình sản xuất đảm bảo tiến độ và chất lượng.+Có hiểu biết về quy trình cắt, ghép, liên kết các vật liệu MDF và nhôm định hình.+Thành thạo đọc bản vẽ CAD, bóc tách vật tư và triển khai sản xuất.+ Chủ động giải quyết vấn đề, chịu trách nhiệm về tiến độ và chất lượng sản phẩm+Ưu tiên Tiếng anh giao tiếp trở lên",24/03/2025 08:11,https://vieclam24h.vn/quan-ly-tieu-chuan-va-chat-luong/quan-doc-san-xuat-c28p93id200526381.html?open_from=0201_4_28&search_id=6a9612df05a886f4f82243711fbc78bd
Kỹ Sư Dự Án (Đi Làm Ngay),Công Ty TNHH Phát Triển Và Đầu Tư Việt An,"TT17-18 The Honor Village, 204 Nguyễn Tuân, Thanh Xuân, Hà Nội",Hà Nội,Việt Nam,Chuyên viên- nhân viên,"Quản lý dự án, Bưu chính viễn thông, Khoa học - Kỹ thuật","-    Trình độ học vấn: tốt nghiệp Đại học chuyên ngành Công nghệ thông tin và Điện tử viễn thông các trường Đại học trong và ngoài nước-    Sử dụng tiếng Anh thành thạo, cả bằng văn bản và giao tiếp.-    Có Kinh nghiệm từ 3 năm trở lên.-    Kỹ năng phân tích và giải quyết vấn đề -    Khả năng làm việc tốt dưới áp lực và duy trì thái độ tích cực -    Có kinh nghiệm làm việc với cơ quan nhà nước là một lợi thế-    Có nền tảng kỹ thuật vững chắc và hiểu biết về các giải pháp dựa trên trí tuệ nhân tạo là một lợi thế-    Nền tảng học vấn trong ít nhất một trong các lĩnh vực sau: 1/ Hệ thống và mạng viễn thông: Mạng LAN, WAN, Mạng di động và không dây và các phần cứng khác cho hệ thống đo lường và phân tích sóng. 2/ Khoa học Máy tính và Công nghệ Thông tin: Nền tảng công nghệ rộng rãi về mạng IP, Phát triển băng thông rộng, Truyền hình giao thức Internet, Ethernet doanh nghiệp, Hệ thống ngoại vi, cảm biến CCTV và trung tâm dữ liệu (lưu trữ, quản lý video, phân tích video, điều khiển và kiểm soát, v.v.).",24/03/2025 08:11,https://vieclam24h.vn/quan-ly-du-an/ky-su-du-an-di-lam-ngay-c27p73id200524498.html?open_from=0201_4_29&search_id=6a9612df05a886f4f82243711fbc78bd
Nhân Viên Kỹ Thuật (Máy Nén Khí) - Thu Nhập Upto 20 Triệu / Tháng,Công Ty Cổ Phần Quốc Tế Aemg,"Số 285 đường Phúc Lợi, Phường Phúc Lợi, Quận Long Biên, Hà Nội",Hà Nội,Việt Nam,Chuyên viên- nhân viên,"Cơ khí - Ô tô - Tự động hóa, Điện - Điện tử - Điện lạnh, Vận hành - Bảo trì - Bảo dưỡng","-  Tốt nghiệp PTTH (có kinh nghiệm); trường nghề , cao đẳng, đại học chuyên ngành cơ khí, cơ điện tử, điện tử…-  Tận tâm với công việc; chấp nhận tăng ca trong trường hợp khẩn cấp-  Có khả năng học hỏi và tự nghiên cứu, nâng cấp bản thân-  Có kinh nghiệm trong công tác bảo trì công nghiệp, đặc biệt trong lĩnh vực khí nén;-  Biết sử dụng tin học văn phòng cơ bản;-  Ứng viên có ngoại ngữ (tiếng Anh hoặc Tiếng Trung); sử dụng wechat; bằng lái xe là một lợi thế",24/03/2025 08:10,https://vieclam24h.vn/co-khi-o-to-tu-dong-hoa/nhan-vien-ky-thuat-may-nen-khi-thu-nhap-upto-20-trieu-thang-c47p73id200534097.html?open_from=0201_4_30&search_id=6a9612df05a886f4f82243711fbc78bd
Nhân Viên Kỹ Thuật Tòa Nhà - HCM,Công Ty Cổ Phần Tập Đoàn Masterise,"Thủ Đức, Hồ Chí Minh",Hồ Chí Minh,Việt Nam,Chuyên viên- nhân viên,"Vận hành - Bảo trì - Bảo dưỡng, Bất động sản, Điện - Điện tử - Điện lạnh",- Có bằng cấp chuyên môn liên quan đến điện / kỹ thuật / sơn sửa / bảo hành- Ưu tiên các ứng viên đã có kinh nghiệm làm nhân viên kỹ thuật tòa nhà- Cẩn thận và chịu khó.,24/03/2025 08:10,https://vieclam24h.vn/van-hanh-bao-tri-bao-duong/nhan-vien-ky-thuat-toa-nha-hcm-c10p122id200525068.html?open_from=0201_5_1&search_id=0f0c6651356eb64461dc126b7d298b1b
Nhân Viên Kho Vận Khu Vực Hà Nội,Công ty cổ phần thương mại tin học Hưng Long,"160,Phố Trần Đại Nghĩa - Hai Bà Trưng- HN",Phố Trần Đại Nghĩa - Hai Bà Trưng- HN,Việt Nam,Chuyên viên- nhân viên,"Thu mua - Kho Vận - Chuỗi cung ứng, Xuất Nhập Khẩu, Vận Tải - Lái xe - Giao nhận","- Sức khỏe tốt, chịu khó trung thưc nhanh nhẹn, chăm chỉ có trách nhiệm trong công việc - Bảo quản hàng hóa trong quá trình vận chuyển- Thực hiện việc thu, nộp tiền hàng đầy đủ chính xác và an toàn cho công ty* Lưu ý:Hồ sơ phỏng vấn gồm CV và đơn xin việc, khi nhận việc sẽ bổ sung hồ sơ đầy đủ.Công ty không hoàn trả hồ sơ sau phỏng vấn.",24/03/2025 08:10,https://vieclam24h.vn/thu-mua-kho-van-chuoi-cung-ung/nhan-vien-kho-van-khu-vuc-ha-noi-c14p73id200521958.html?open_from=0201_5_2&search_id=0f0c6651356eb64461dc126b7d298b1b
Chuyên Viên Hồ Sơ Đấu Thầu - Nhận Việc Ngay,Công Ty TNHH TM – DV – Xnk Khánh Hưng,"47 Lê Trực, Phường 7, Quận Bình Thạnh, Thành phố Hồ Chí Minh",Thành phố Hồ Chí Minh,Việt Nam,Chuyên viên- nhân viên,"Xây dựng, Hành chính - Thư ký, Cơ khí - Ô tô - Tự động hóa","- Đọc hiểu bản vẽ- Ưu tiên học ngành xây dựng- Có kinh nghiệm 1 năm- Thành thạo excel, word- Biết chạy dự toán chuẩn bị đấu thầu- Có kinh nghiệm thực hiện các dự án đáu thầu qua mạng",24/03/2025 08:10,https://vieclam24h.vn/xay-dung/chuyen-vien-ho-so-dau-thau-nhan-viec-ngay-c31p122id200529690.html?open_from=0201_5_3&search_id=0f0c6651356eb64461dc126b7d298b1b
Kỹ Sư Thiết Kế Kết Cấu,Công Ty CP Tư Vấn - Đầu Tư - Thiết Kế - Xây Dựng Đông Cường,"Số 1 Đường 62, P. Bình Trưng Đông, Tp Thủ Đức, TP. HCM",TP. HCM,Việt Nam,Chuyên viên- nhân viên,"Xây dựng, Kiến trúc - Thiết kế nội ngoại thất, Thiết kế - Sáng tạo nghệ thuật","Trình độ : Đại học chuyên ngành Xây dựng công trình dân dụngKỹ năng : Tin học văn phòng và các phần mềm kiểm tra tính toán thiết kế như Autocad, Etabs, Sap, Tekla, Plaxis,…Kinh nghiệm : Có kinh nghiệm trong việc thiết kế sàn phẳng không dầm, sàn hộp rỗng, kết cấu vượt nhịp đồng thời am hiểu các tiêu chuẩn liên quan.Có kinh nghiệm trong việc thiết kế, thẩm tra biện pháp thi công tầng hầm.Có kinh nghiệm làm việc ở các đơn vị thẩm tra, thẩm định thiết kếCó ít nhất 5 năm làm việc trong vai trò tương tự tại các dự án từ cấp III trở lên. Có CCHN thiết kế kết cấu Hạng IITố chất : Chịu được áp lực về tiến độ dự án, bình tĩnh xử lý các vấn để bất cập tại dự án nếu có.",24/03/2025 08:10,https://vieclam24h.vn/xay-dung/ky-su-thiet-ke-ket-cau-c31p122id200525480.html?open_from=0201_5_4&search_id=0f0c6651356eb64461dc126b7d298b1b
Quản Lý Khu Vực - Đi Làm Luôn - Thu Nhập Trung Bình 30 Triệu / Tháng [Toàn Quốc],Công Ty Cổ Phần Dầu Khí Á Đông,"Thanh Hoá, Nghệ An, Ninh Bình, Hà Tĩnh",Hà Tĩnh,Việt Nam,Quản lý nhóm- giám sát,"Bán hàng - Kinh doanh, Bán sỉ - Bán lẻ - Quản lý cửa hàng, Xây dựng","- Có ít nhất 1 năm kinh nghiệm làm việc ở vị trí tương đương- Ưu tiên ứng viên có kinh nghiệm trong ngành Sơn Nước, Gia Dụng, Công nghiệp - Kỹ năng giao tiếp và trình bày vấn đề tốt- Kỹ năng thuyết phục, đàm phán và giải quyết vấn đề tốt- Kỹ năng quản lý, điều phối công việc- Có khả năng làm việc dưới áp lực cao",24/03/2025 08:10,https://vieclam24h.vn/ban-hang-kinh-doanh/quan-ly-khu-vuc-di-lam-luon-thu-nhap-trung-binh-30-trieu-thang-toan-quoc-c13p98id200522895.html?open_from=0201_5_5&search_id=0f0c6651356eb64461dc126b7d298b1b
Nhân Viên Tư Vấn Bảo Hiểm  - Làm Việc Tại Tân Bình,Cathay Life Việt Nam- Công Ty TNHH Bảo Hiểm Nhân Thọ Cathay- Việt Nam,"Lầu 5 Tòa nhà Vina, 131 Xô Viết Nghệ Tĩnh, Phường 17, Quận Bình Thạnh",Quận Bình Thạnh,Việt Nam,Chuyên viên- nhân viên,"Bán hàng - Kinh doanh, Bảo hiểm, Tài chính - Đầu tư - Chứng Khoán","Kỹ năng giao tiếp tốt, nhiệt tình, thích giao lưu và mở rộng mối quan hệTư tưởng mở, yêu thích bảo hiểm., tận tâm với khách hàngỨng Viên cần cập nhật chi tiết hồ sơ và hình ảnh đầy đủ trước khi ứng tuyển SẴN SÀNG NHẬN ViỆC NGAY",24/03/2025 08:10,https://vieclam24h.vn/ban-hang-kinh-doanh/nhan-vien-tu-van-bao-hiem-lam-viec-tai-tan-binh-c13p122id200523153.html?open_from=0201_5_6&search_id=0f0c6651356eb64461dc126b7d298b1b
Kỹ Sư Hiện Trường ( Thu Nhập Trên 14 Triệu),Công Ty Cổ Phần Thương Mại Xây Dựng Gia Phạm,"Vinhomes Cổ Loa, Đông Anh, Hà Nội",Hà Nội,Việt Nam,Chuyên viên- nhân viên,"Xây dựng, Cơ khí - Ô tô - Tự động hóa, Điện - Điện tử - Điện lạnh",- *Trình độ học vấn*: Trình độ từ trung cấp đến đại học- Kỹ năng giải quyết vấn đề và xử lý tình huống phát sinh - Ưu tiên ứng viên trẻ tuổi,24/03/2025 08:10,https://vieclam24h.vn/xay-dung/ky-su-hien-truong-thu-nhap-tren-14-trieu-c31p73id200527440.html?open_from=0201_5_7&search_id=0f0c6651356eb64461dc126b7d298b1b
Nhân Viên Media (Quay Chụp Và Dựng),Công Ty Cổ Phần Đầu Tư Wonderhomes,"Số 455, Sao Biển 23 Khu đô thị Vinhomes Ocean Park, Xã Dương Xá, Huyện Gia Lâm, Thành phố Hà Nội, Việt Nam",Việt Nam,Việt Nam,Chuyên viên- nhân viên,"Thông tin - Truyền thông - Quảng cáo, Marketing, Thiết kế - Sáng tạo nghệ thuật","Tốt nghiệp Cao đẳng trở lên, ưu tiên ngành Marketing, Thiết kế đồ họaÍt nhất 01 năm kinh nghiệm bán hàng, ưu tiên đã có kinh nghiệm tại vị trí tương đươngNam, tuổi từ 21 - 35 tuổiTrung thực, thẳng thắn, năng động, khiêm tốn, ham học hỏi, chịu được áp lực công việc, tư duy tích cực, tự tin, có mục tiêu rõ ràng, kiên trì..Kỹ năng đàm phán, tư vấn, giao tiếp, thuyết trình, quản trị cảm xúcKỹ năng sử dụng vi tính văn phòng (word, excel, ppt, canva…)",24/03/2025 08:10,https://vieclam24h.vn/thong-tin-truyen-thong-quang-cao/nhan-vien-media-quay-chup-va-dung-c24p73id200524922.html?open_from=0201_5_8&search_id=0f0c6651356eb64461dc126b7d298b1b
Brand Executive,Công Ty TNHH Cityzoo,146D4 Nguyễn văn Hưởng- P Thảo điền –Q2-HCM,146D4 Nguyễn văn Hưởng- P Thảo điền –Q2-HCM,Việt Nam,Chuyên viên- nhân viên,"Marketing, Bán hàng - Kinh doanh","·  Có kinh nghiệm về mảng Digital/ Trade Marketing·  Kinh nghiệm quản lý khách hàng, quản lý nhà phân phối, quản lý account·  Kinh nghiệm làm việc với các agency về truyền thông·  Cởi mở, có tầm nhìn, nhạy bén với các cơ hội kinh doanh mới và khả năng quản lý dự án·  Kinh nghiệm quản lý Key Account là một lợi thế·  Cá nhân có khả năng phát triển trong môi trường kinh doanh năng động và thay đổi nhanh chóngYêu cầu trình độ:Trình độ cử nhân3 năm kinh nghiệm ở vị trí tương tựThông thạo tiếng Anh",24/03/2025 08:09,https://vieclam24h.vn/marketing/brand-executive-c12p122id200532785.html?open_from=0201_5_9&search_id=0f0c6651356eb64461dc126b7d298b1b
"Nhân Viên Kinh Doanh BĐS Thu Nhập 36-100 Triệu, Được Cấp Chứng Chỉ Hành Nghề",Công Ty Cổ Phần Tập Đoàn Thiên Khôi,"Số 52 Trương Định, Phường 07, Quận 3,  Thành phố Hồ Chí Minh, Việt Nam",Việt Nam,Việt Nam,Chuyên viên- nhân viên,"Bán hàng - Kinh doanh, Bất động sản","Độ tuổi: 18 – 65 tuổiCó phương tiện đi lại, laptop hoặc smartphoneĐam mê kiếm tiền, kiên trì, ham học hỏi, mong muốn đột phá thu nhậpKhông yêu cầu kinh nghiệm, được đào tạo chuyên sâu chỉ trong 2 tuần",24/03/2025 08:09,https://vieclam24h.vn/ban-hang-kinh-doanh/nhan-vien-kinh-doanh-bds-thu-nhap-36-100-trieu-duoc-cap-chung-chi-hanh-nghe-c13p122id200530686.html?open_from=0201_5_10&search_id=0f0c6651356eb64461dc126b7d298b1b
Nhân Viên Thiết Kế Đồ Họa,Công Ty Tnhh Kỹ Thuật In Thắng Nhất,"104 lê hồng phong, p4 Thành Phố Vũng Tàu, Bà Rịa - Vũng Tàu",Bà Rịa - Vũng Tàu,Việt Nam,Chuyên viên- nhân viên,"Thiết kế - Sáng tạo nghệ thuật, Xuất bản - In ấn","- Yêu cầu 1 năm kinh nghiệm trong lĩnh vực thiết kế in ấn.- Yêu cầu biết thiết kế và xuất file corel, ai, ps…- Nhanh nhẹn, trung thực, chịu khó.",24/03/2025 08:09,https://vieclam24h.vn/thiet-ke-sang-tao-nghe-thuat/nhan-vien-thiet-ke-do-hoa-c3p121id200524616.html?open_from=0201_5_11&search_id=0f0c6651356eb64461dc126b7d298b1b
Giám Định Viên Thuộc Phòng Giám Định Hàng Hải Và Kỹ Thuật,Công Ty Cổ Phần Giám Định Hải Long,"113 Bùi Đình Tuý, Phường 14, Bình Thạnh, Thành phố Hồ Chí Minh",Thành phố Hồ Chí Minh,Việt Nam,Chuyên viên- nhân viên,"Vận Tải - Lái xe - Giao nhận, Khoa học - Kỹ thuật, Xuất Nhập Khẩu","Tốt nghiệp Đại học hoặc Cao đẳng trường Đại Học Trường Giao Thông Vận Tải với các chuyên ngành: chuyên ngành điều khiển tàu biển, kỹ thuật hàng hải hoặc các ngành nghề có liên quan hàng hảiƯu tiên những ứng viên đã có kinh nghiệm trong lĩnh vục giám định – đặc biệt có chứng chỉ IRT",24/03/2025 08:09,https://vieclam24h.vn/van-tai-lai-xe-giao-nhan/giam-dinh-vien-thuoc-phong-giam-dinh-hang-hai-va-ky-thuat-c16p122id200531496.html?open_from=0201_5_12&search_id=0f0c6651356eb64461dc126b7d298b1b
Kế Toán Thuế Nhà Máy Sữa Tại Nghệ An,Công Ty Cổ Phần Sữa TH,"Nghĩa Bình,  Nghĩa Đàn, Nghệ An",Nghệ An,Việt Nam,Chuyên viên- nhân viên,"Kế toán, Kiểm toán, Sản xuất - Lắp ráp - Chế biến","- Tốt nghiệp ĐH chuyên ngành kế toán- Có kinh nghiệm làm việc trong lĩnh vực kế toán thuế 3 năm, đã có kinh nghiệm làm việc với đoàn thanh kiểm tra thuế là một ưu tiên.",24/03/2025 08:09,https://vieclam24h.vn/ke-toan/ke-toan-thue-nha-may-sua-tai-nghe-an-c17p99id200487368.html?open_from=0201_5_13&search_id=0f0c6651356eb64461dc126b7d298b1b
Chuyên Viên Tư Vấn Giáo Dục - Lương Từ 13 Triệu / Tháng - Khu Vực Tỉnh Nam Định,Hệ Thống Anh Ngữ Quốc Tế Ocean Edu - Công Ty Cổ Phần Giáo Dục Và Đào Tạo Thanh Hóa,Phỏng vấn trực tiếp tại chi nhánh ứng viên ứng tuyển,Phỏng vấn trực tiếp tại chi nhánh ứng viên ứng tuyển,Việt Nam,Chuyên viên- nhân viên,"Bán hàng - Kinh doanh, Chăm sóc khách hàng, Giáo dục - Đào tạo","Tốt nghiệp Cao đẳng trở lên, không yêu cầu chuyên ngành.Độ tuổi 22 - 35Có kỹ năng giao tiếp, thuyết phục tốt. Không nói ngọngCó kỹ năng tư duy, xử lý vấn đề tốtCó khả năng làm việc độc lập và làm việc nhóm tốt.Ưu tiên các bạn đã có kinh nghiệm kinh doanh, tư vấn, bán hàng, chăm sóc khách hàng,...",24/03/2025 08:08,https://vieclam24h.vn/ban-hang-kinh-doanh/chuyen-vien-tu-van-giao-duc-luong-tu-13-trieu-thang-khu-vuc-tinh-nam-dinh-c13p96id200527285.html?open_from=0201_5_14&search_id=0f0c6651356eb64461dc126b7d298b1b
Nhân Viên Thu Ngân Nhà Hàng,RESTAURANT DAI VIET - THE RICE HOTEL COMPANY LIMITED,"SEN ĐẠI VIỆT RESTAURANT: 226 - 228 Bùi Viện, Phường Phạm Ngũ Lão, Quận 1",Quận 1,Việt Nam,Chuyên viên- nhân viên,"Khách sạn - Nhà hàng - Du lịch, Lao động phổ thông, Kế toán","Ứng viên có kinh nghiệm từng làm thu ngân tại các Nhà hàngTrung thực, nhiệt huyết trong công việcThanh toán tiền cẩn thậnNgoại hình lịch sự",24/03/2025 08:08,https://vieclam24h.vn/khach-san-nha-hang-du-lich/nhan-vien-thu-ngan-nha-hang-c5p122id200534234.html?open_from=0201_5_15&search_id=0f0c6651356eb64461dc126b7d298b1b
